50000 200
1313 18465 76 49862
1314 20140 88 25435
1315 0 0 0
1316 8102 2 1378
1317 22501 77 24646
1318 0 0 0
1319 0 0 0
1320 46029 43 39624
1321 53410 336 21644
1322 0 0 0
1323 0 0 0
1324 43702 315 28317
1325 27583 137 2200
1326 64205 213 6277
1327 43834 324 45404
1328 44631 155 1329
1329 44631 156 13277
1330 54939 207 17911
1331 50276 86 1332
1332 50276 87 1333
1333 50276 88 1334
1334 50276 89 1335
1335 50276 90 40140
1336 7968 239 9969
1337 0 0 0
1338 0 0 0
1339 0 0 0
1340 23940 27 11333
1341 0 0 0
1342 39642 185 5538
1343 0 0 0
1344 5160 101 1345
1345 5160 102 1346
1346 5160 103 1347
1347 5160 104 25369
1348 3954 88 25972
1349 31686 54 1350
1350 31686 55 1351
1351 31686 56 1352
1352 31686 57 1353
1353 31686 58 1354
1354 31686 59 1355
1355 31686 60 36470
1356 24852 41 6260
1357 3954 14 21148
1358 53927 365 49498
1359 2900 13 1360
1360 2900 14 1361
1361 2900 15 26946
1362 43702 324 9113
1363 26658 276 14388
1364 47745 161 33985
1365 0 0 0
1366 0 0 0
1367 63959 86 1
1368 47745 25 38910
1369 0 0 0
1370 64205 54 23601
1371 0 0 0
1372 15440 111 3854
1373 39588 41 8932
1374 55919 108 36667
1375 0 0 0
1376 7475 97 38891
1377 0 0 0
1378 8102 3 29213
1379 0 0 0
1380 0 0 0
1381 39642 243 43409
1382 32949 55 1383
1383 32949 56 1384
1384 32949 57 1385
1385 32949 58 1386
1386 32949 59 1387
1387 32949 60 1388
1388 32949 61 1389
1389 32949 62 1390
1390 32949 63 1391
1391 32949 64 1392
1392 32949 65 1393
1393 32949 66 1394
1394 32949 67 7069
1395 55919 187 25733
1396 0 0 0
1397 0 0 0
1398 53927 165 49518
1399 0 0 0
1400 7475 280 5346
1401 0 0 0
1402 43834 235 31565
1403 54939 158 21311
1404 42109 141 44003
1405 58056 16 35326
1406 55919 332 25411
1407 0 0 0
1408 5026 116 27250
1409 0 0 0
1410 48063 47 15814
1411 0 0 0
1412 18860 71 16602
1413 0 0 0
1414 7475 18 9290
1415 11290 255 1416
1416 11290 256 1417
1417 11290 257 1418
1418 11290 258 1419
1419 11290 259 1420
1420 11290 260 1421
1421 11290 261 4846
1422 48063 141 36989
1423 35609 34 39743
1424 53410 357 11931
1425 0 0 0
1426 0 0 0
1427 0 0 0
1428 5957 7 44096
1429 0 0 0
1430 3954 31 31869
1431 58056 80 43024
1432 43702 30 14989
1433 47124 183 13678
1434 0 0 0
1435 0 0 0
1436 55919 86 2350
1437 0 0 0
1438 65533 60 10361
1439 58056 119 47466
1440 54965 64 43106
1441 7475 199 36062
1442 47745 34 9474
1443 0 0 0
1444 27294 220 1445
1445 27294 221 3650
1446 24852 25 11936
1447 0 0 0
1448 21021 76 16407
1449 0 0 0
1450 43834 285 7108
1451 28802 16 12419
1452 46029 112 46678
1453 33889 197 1454
1454 33889 198 1455
1455 33889 199 1456
1456 33889 200 1457
1457 33889 201 1458
1458 33889 202 1459
1459 33889 203 1460
1460 33889 204 1461
1461 33889 205 1462
1462 33889 206 1463
1463 33889 207 1464
1464 33889 208 1465
1465 33889 209 1466
1466 33889 210 20299
1467 55919 111 4646
1468 15440 114 23317
1469 35609 139 42136
1470 54965 39 26656
1471 25561 61 32697
1472 45209 152 1473
1473 45209 153 1474
1474 45209 154 1475
1475 45209 155 1476
1476 45209 156 1477
1477 45209 157 1478
1478 45209 158 1479
1479 45209 159 1480
1480 45209 160 1481
1481 45209 161 5122
1482 39181 23 45233
1483 0 0 0
1484 48063 232 22722
1485 39181 25 24094
1486 0 0 0
1487 0 0 0
1488 5957 280 7261
1489 28950 59 9528
1490 28950 37 35112
1491 57032 33 2918
1492 35609 129 34156
1493 0 0 0
1494 0 0 0
1495 0 0 0
1496 0 0 0
1497 32931 93 1498
1498 32931 94 1499
1499 32931 95 1500
1500 32931 96 1501
1501 32931 97 1502
1502 32931 98 1503
1503 32931 99 1504
1504 32931 100 1505
1505 32931 101 39644
1506 55919 57 17515
1507 0 0 0
1508 64205 48 27811
1509 0 0 0
1510 47124 232 6859
1511 52864 51 34433
1512 55919 195 8064
1513 50276 281 1514
1514 50276 282 1515
1515 50276 283 41216
1516 53927 296 30732
1517 35607 5 1518
1518 35607 6 1519
1519 35607 7 1520
1520 35607 8 1521
1521 35607 9 7060
1522 24149 47 9479
1523 0 0 0
1524 6157 64 1525
1525 6157 65 1526
1526 6157 66 1527
1527 6157 67 1528
1528 6157 68 1529
1529 6157 69 3728
1530 39588 53 36297
1531 0 0 0
1532 23940 44 36798
1533 0 0 0
1534 19110 225 33317
1535 0 0 0
1536 0 0 0
1537 0 0 0
1538 27583 65 48523
1539 0 0 0
1540 2655 59 37271
1541 0 0 0
1542 59282 42 6852
1543 0 0 0
1544 28950 18 7347
1545 0 0 0
1546 44218 154 1547
1547 44218 155 1548
1548 44218 156 1549
1549 44218 157 1550
1550 44218 158 1551
1551 44218 159 1552
1552 44218 160 11136
1553 39642 270 22056
1554 0 0 0
1555 43834 160 29007
1556 0 0 0
1557 43834 122 47257
1558 35290 81 1559
1559 35290 82 1560
1560 35290 83 1561
1561 35290 84 1562
1562 35290 85 1563
1563 35290 86 1564
1564 35290 87 1565
1565 35290 88 1566
1566 35290 89 1567
1567 35290 90 1568
1568 35290 91 1569
1569 35290 92 1570
1570 35290 93 1571
1571 35290 94 1572
1572 35290 95 12222
1573 46029 63 49378
1574 7475 197 21891
1575 19110 271 1220
1576 3847 26 1577
1577 3847 27 1578
1578 3847 28 1579
1579 3847 29 1580
1580 3847 30 1581
1581 3847 31 1582
1582 3847 32 1583
1583 3847 33 1584
1584 3847 34 24267
1585 25834 246 39378
1586 0 0 0
1587 0 0 0
1588 48063 59 15590
1589 0 0 0
1590 0 0 0
1591 0 0 0
1592 0 0 0
1593 57032 253 32606
1594 39588 182 36242
1595 62185 84 1596
1596 62185 85 1597
1597 62185 86 1598
1598 62185 87 34356
1599 5026 333 39926
1600 7475 119 33438
1601 0 0 0
1602 28802 141 20856
1603 0 0 0
1604 46029 148 34437
1605 18860 5 12732
1606 40756 258 1607
1607 40756 259 1608
1608 40756 260 1609
1609 40756 261 1610
1610 40756 262 44210
1611 39642 182 32278
1612 39642 199 38970
1613 0 0 0
1614 7584 1 1615
1615 7584 2 1616
1616 7584 3 1617
1617 7584 4 1618
1618 7584 5 1619
1619 7584 6 1620
1620 7584 7 1621
1621 7584 8 1622
1622 7584 9 1623
1623 7584 10 23413
1624 39588 150 12218
1625 27056 49 21076
1626 1040 155 31340
1627 0 0 0
1628 0 0 0
1629 43702 154 28416
1630 0 0 0
1631 53410 108 2705
1632 0 0 0
1633 42109 192 16592
1634 3847 158 1635
1635 3847 159 1636
1636 3847 160 1637
1637 3847 161 9894
1638 5957 160 45027
1639 0 0 0
1640 65533 77 14445
1641 0 0 0
1642 27056 111 23012
1643 0 0 0
1644 54921 13 25187
1645 58056 135 18661
1646 39588 149 1624
1647 0 0 0
1648 43834 277 11933
1649 0 0 0
1650 0 0 0
1651 0 0 0
1652 35609 161 20366
1653 54939 80 42194
1654 0 0 0
1655 0 0 0
1656 32949 39 1657
1657 32949 40 1658
1658 32949 41 1659
1659 32949 42 1660
1660 32949 43 1661
1661 32949 44 1662
1662 32949 45 1663
1663 32949 46 1664
1664 32949 47 1665
1665 32949 48 32882
1666 2655 155 9136
1667 0 0 0
1668 0 0 0
1669 24585 36 24030
1670 0 0 0
1671 0 0 0
1672 57032 247 42985
1673 0 0 0
1674 16438 60 29033
1675 20643 258 1676
1676 20643 259 27697
1677 61128 114 34520
1678 0 0 0
1679 51450 73 29459
1680 35609 8 35379
1681 0 0 0
1682 54921 32 211
1683 59282 196 29150
1684 26658 140 14770
1685 0 0 0
1686 24852 19 47334
1687 55895 264 1688
1688 55895 265 1689
1689 55895 266 1690
1690 55895 267 1691
1691 55895 268 1692
1692 55895 269 1693
1693 55895 270 49681
1694 61128 16 28864
1695 20397 115 1696
1696 20397 116 1697
1697 20397 117 1698
1698 20397 118 1699
1699 20397 119 1700
1700 20397 120 1701
1701 20397 121 39702
1702 5957 20 48418
1703 0 0 0
1704 24585 319 21760
1705 0 0 0
1706 0 0 0
1707 25834 9 12652
1708 5957 171 33500
1709 59282 36 2810
1710 65533 47 32225
1711 0 0 0
1712 2900 4 1713
1713 2900 5 1714
1714 2900 6 1715
1715 2900 7 2718
1716 47745 178 17384
1717 0 0 0
1718 8499 17 1719
1719 8499 18 1720
1720 8499 19 1721
1721 8499 20 1722
1722 8499 21 1723
1723 8499 22 1724
1724 8499 23 1725
1725 8499 24 1726
1726 8499 25 1727
1727 8499 26 1728
1728 8499 27 3320
1729 48063 249 6546
1730 24149 59 23670
1731 0 0 0
1732 39642 39 16482
1733 51450 4 28905
1734 57032 322 43233
1735 0 0 0
1736 0 0 0
1737 22501 66 28764
1738 48063 188 37241
1739 0 0 0
1740 0 0 0
1741 0 0 0
1742 24585 48 26416
1743 44631 185 1744
1744 44631 186 1745
1745 44631 187 4446
1746 3847 113 1747
1747 3847 114 1748
1748 3847 115 1749
1749 3847 116 1750
1750 3847 117 1751
1751 3847 118 1752
1752 3847 119 1753
1753 3847 120 21896
1754 62086 15 27789
1755 0 0 0
1756 44218 184 1757
1757 44218 185 1758
1758 44218 186 1759
1759 44218 187 1760
1760 44218 188 1761
1761 44218 189 1762
1762 44218 190 1763
1763 44218 191 1764
1764 44218 192 1765
1765 44218 193 1766
1766 44218 194 14502
1767 28950 21 1865
1768 64205 72 49442
1769 53423 288 1770
1770 53423 289 1771
1771 53423 290 1772
1772 53423 291 1773
1773 53423 292 1774
1774 53423 293 1775
1775 53423 294 1776
1776 53423 295 1777
1777 53423 296 1778
1778 53423 297 1779
1779 53423 298 1780
1780 53423 299 1781
1781 53423 300 1782
1782 53423 301 1783
1783 53423 302 1784
1784 53423 303 1785
1785 53423 304 1786
1786 53423 305 1787
1787 53423 306 33945
1788 55919 295 20344
1789 0 0 0
1790 15440 78 12472
1791 19488 35 21012
1792 27583 1 37095
1793 0 0 0
1794 20140 123 42635
1795 0 0 0
1796 24149 43 38902
1797 0 0 0
1798 51450 155 4388
1799 0 0 0
1800 59282 87 44075
1801 58472 200 1802
1802 58472 201 1803
1803 58472 202 1804
1804 58472 203 1805
1805 58472 204 1806
1806 58472 205 1807
1807 58472 206 1808
1808 58472 207 1809
1809 58472 208 1810
1810 58472 209 1811
1811 58472 210 1812
1812 58472 211 1813
1813 58472 212 1814
1814 58472 213 1815
1815 58472 214 1816
1816 58472 215 1817
1817 58472 216 1818
1818 58472 217 1819
1819 58472 218 1820
1820 58472 219 1
1821 24585 370 10472
1822 0 0 0
1823 0 0 0
1824 43702 78 4696
1825 0 0 0
1826 23940 90 46136
1827 65533 198 41144
1828 16438 84 37506
1829 2900 38 1830
1830 2900 39 1831
1831 2900 40 12046
1832 5957 111 38900
1833 43834 210 38130
1834 65533 120 6690
1835 53410 170 32710
1836 0 0 0
1837 0 0 0
1838 25834 32 6726
1839 0 0 0
1840 0 0 0
1841 19193 58 1842
1842 19193 59 1843
1843 19193 60 1844
1844 19193 61 1845
1845 19193 62 1846
1846 19193 63 1847
1847 19193 64 1848
1848 19193 65 1849
1849 19193 66 1850
1850 19193 67 1851
1851 19193 68 1852
1852 19193 69 1853
1853 19193 70 1854
1854 19193 71 1855
1855 19193 72 1856
1856 19193 73 1857
1857 19193 74 1858
1858 19193 75 1859
1859 19193 76 1860
1860 19193 77 1861
1861 19193 78 10890
1862 42109 78 14370
1863 0 0 0
1864 53927 153 27158
1865 28950 22 12292
1866 0 0 0
1867 0 0 0
1868 22501 91 12957
1869 7475 274 7866
1870 0 0 0
1871 0 0 0
1872 53410 124 9059
1873 0 0 0
1874 5026 242 5432
1875 28802 66 5032
1876 55919 20 14543
1877 0 0 0
1878 51450 181 4156
1879 52864 113 14676
1880 22501 71 6212
1881 0 0 0
1882 57032 296 47602
1883 46729 14 1884
1884 46729 15 1885
1885 46729 16 1886
1886 46729 17 49370
1887 19488 9 25495
1888 0 0 0
1889 0 0 0
1890 5957 224 2916
1891 54921 72 7570
1892 64205 31 47460
1893 5026 73 9388
1894 54939 103 19508
1895 0 0 0
1896 0 0 0
1897 0 0 0
1898 54965 20 13822
1899 0 0 0
1900 7475 21 7819
1901 27056 62 43699
1902 0 0 0
1903 0 0 0
1904 1832 198 1905
1905 1832 199 1906
1906 1832 200 1907
1907 1832 201 1908
1908 1832 202 1909
1909 1832 203 1910
1910 1832 204 1911
1911 1832 205 1912
1912 1832 206 1913
1913 1832 207 1914
1914 1832 208 1915
1915 1832 209 1916
1916 1832 210 1917
1917 1832 211 1918
1918 1832 212 1919
1919 1832 213 1920
1920 1832 214 1921
1921 1832 215 1922
1922 1832 216 1923
1923 1832 217 1924
1924 1832 218 1925
1925 1832 219 1926
1926 1832 220 1927
1927 1832 221 1928
1928 1832 222 1929
1929 1832 223 1930
1930 1832 224 1931
1931 1832 225 1932
1932 1832 226 1933
1933 1832 227 1934
1934 1832 228 1935
1935 1832 229 1936
1936 1832 230 1937
1937 1832 231 1938
1938 1832 232 1939
1939 1832 233 1940
1940 1832 234 1941
1941 1832 235 1942
1942 1832 236 1943
1943 1832 237 1944
1944 1832 238 1945
1945 1832 239 45248
1946 7968 246 37554
1947 54860 1 1948
1948 54860 2 30257
1949 39588 93 6236
1950 15440 97 25319
1951 26658 57 29293
1952 1040 35 45000
1953 57032 143 18260
1954 0 0 0
1955 0 0 0
1956 20140 295 46581
1957 5957 37 18227
1958 52864 165 45734
1959 0 0 0
1960 46864 2 14333
1961 39145 1 1962
1962 39145 2 1963
1963 39145 3 1964
1964 39145 4 1965
1965 39145 5 9128
1966 48063 158 12298
1967 43702 206 47717
1968 61128 24 41797
1969 0 0 0
1970 0 0 0
1971 43834 73 47314
1972 11037 195 1973
1973 11037 196 1974
1974 11037 197 1975
1975 11037 198 1976
1976 11037 199 1977
1977 11037 200 1978
1978 11037 201 1979
1979 11037 202 1980
1980 11037 203 1981
1981 11037 204 1982
1982 11037 205 1983
1983 11037 206 1984
1984 11037 207 1985
1985 11037 208 1986
1986 11037 209 1987
1987 11037 210 1988
1988 11037 211 1
1989 0 0 0
1990 35609 149 7638
1991 0 0 0
1992 4163 213 1993
1993 4163 214 1994
1994 4163 215 1995
1995 4163 216 1996
1996 4163 217 1997
1997 4163 218 1998
1998 4163 219 1999
1999 4163 220 2000
2000 4163 221 2001
2001 4163 222 10032
2002 47745 57 19860
2003 0 0 0
2004 11420 149 2005
2005 11420 150 2006
2006 11420 151 2007
2007 11420 152 2008
2008 11420 153 2009
2009 11420 154 2010
2010 11420 155 2011
2011 11420 156 2012
2012 11420 157 2013
2013 11420 158 2014
2014 11420 159 2015
2015 11420 160 2016
2016 11420 161 2017
2017 11420 162 2018
2018 11420 163 2019
2019 11420 164 2020
2020 11420 165 2021
2021 11420 166 2022
2022 11420 167 2023
2023 11420 168 2024
2024 11420 169 2025
2025 11420 170 2834
2026 19110 219 40393
2027 0 0 0
2028 24852 7 27728
2029 54733 54 9974
2030 62185 69 2031
2031 62185 70 2032
2032 62185 71 18142
2033 5026 238 37884
2034 46729 50 2035
2035 46729 51 2036
2036 46729 52 2037
2037 46729 53 2038
2038 46729 54 2039
2039 46729 55 30628
2040 64205 228 44396
2041 0 0 0
2042 0 0 0
2043 0 0 0
2044 54939 21 38582
2045 53927 25 6132
2046 0 0 0
2047 0 0 0
2048 28219 119 14452
2049 15440 199 43226
2050 3847 20 2051
2051 3847 21 2052
2052 3847 22 2053
2053 3847 23 2054
2054 3847 24 2055
2055 3847 25 1576
2056 24585 278 10068
2057 53927 10 45088
2058 6157 275 2059
2059 6157 276 2060
2060 6157 277 2061
2061 6157 278 2062
2062 6157 279 45693
2063 16438 41 11700
2064 0 0 0
2065 0 0 0
2066 43702 123 24790
2067 0 0 0
2068 28219 15 5057
2069 20656 60 31524
2070 65533 12 21103
2071 0 0 0
2072 43702 279 29658
2073 0 0 0
2074 35609 33 1423
2075 21049 12 2076
2076 21049 13 2077
2077 21049 14 39211
2078 47124 84 41654
2079 0 0 0
2080 5026 156 17367
2081 53927 67 38956
2082 65533 147 4628
2083 0 0 0
2084 41927 82 2085
2085 41927 83 24986
2086 62086 123 23484
2087 27583 50 24670
2088 54860 128 2089
2089 54860 129 25730
2090 20140 158 23996
2091 0 0 0
2092 1040 8 40458
2093 0 0 0
2094 0 0 0
2095 12999 26 49165
2096 23940 126 4448
2097 0 0 0
2098 26658 74 32190
2099 0 0 0
2100 20140 68 15588
2101 0 0 0
2102 0 0 0
2103 54965 113 9241
2104 43834 272 36515
2105 0 0 0
2106 24585 189 33748
2107 0 0 0
2108 24149 129 6531
2109 0 0 0
2110 39588 50 25961
2111 0 0 0
2112 58056 37 7661
2113 54448 57 20360
2114 26658 263 25024
2115 33623 134 2116
2116 33623 135 2117
2117 33623 136 2118
2118 33623 137 40472
2119 47124 19 25497
2120 0 0 0
2121 0 0 0
2122 54939 36 17531
2123 54965 100 45110
2124 0 0 0
2125 54965 109 23958
2126 24585 257 39800
2127 0 0 0
2128 24585 112 6988
2129 0 0 0
2130 51450 124 49364
2131 0 0 0
2132 47124 186 13364
2133 0 0 0
2134 24165 45 2135
2135 24165 46 2136
2136 24165 47 2137
2137 24165 48 2138
2138 24165 49 2139
2139 24165 50 2140
2140 24165 51 2141
2141 24165 52 2142
2142 24165 53 2143
2143 24165 54 2144
2144 24165 55 2145
2145 24165 56 7619
2146 11420 230 2147
2147 11420 231 2148
2148 11420 232 2149
2149 11420 233 2150
2150 11420 234 2151
2151 11420 235 2152
2152 11420 236 2153
2153 11420 237 2154
2154 11420 238 2155
2155 11420 239 2156
2156 11420 240 2157
2157 11420 241 2158
2158 11420 242 2159
2159 11420 243 2160
2160 11420 244 2161
2161 11420 245 2162
2162 11420 246 2163
2163 11420 247 2164
2164 11420 248 2165
2165 11420 249 2166
2166 11420 250 2167
2167 11420 251 2168
2168 11420 252 2169
2169 11420 253 2170
2170 11420 254 2171
2171 11420 255 33618
2172 47745 80 18607
2173 0 0 0
2174 0 0 0
2175 0 0 0
2176 0 0 0
2177 51101 279 2178
2178 51101 280 2179
2179 51101 281 6908
2180 54939 17 5247
2181 0 0 0
2182 0 0 0
2183 0 0 0
2184 57032 73 9490
2185 0 0 0
2186 43702 223 35947
2187 0 0 0
2188 48063 146 36466
2189 62185 79 2190
2190 62185 80 2191
2191 62185 81 2192
2192 62185 82 2193
2193 62185 83 1595
2194 5957 158 19248
2195 0 0 0
2196 35609 322 29667
2197 0 0 0
2198 27056 159 33176
2199 0 0 0
2200 27583 138 12918
2201 24585 110 48140
2202 0 0 0
2203 0 0 0
2204 57032 318 33108
2205 0 0 0
2206 21021 58 37238
2207 0 0 0
2208 7968 48 16430
2209 0 0 0
2210 46029 28 49077
2211 0 0 0
2212 25834 177 39590
2213 23940 113 27497
2214 15440 83 48292
2215 0 0 0
2216 0 0 0
2217 53927 300 11122
2218 0 0 0
2219 0 0 0
2220 25834 168 11789
2221 7155 5 6711
2222 0 0 0
2223 3954 10 14801
2224 64205 74 40185
2225 0 0 0
2226 57032 327 9730
2227 0 0 0
2228 53410 349 42547
2229 0 0 0
2230 0 0 0
2231 48063 130 10625
2232 0 0 0
2233 0 0 0
2234 54939 15 32784
2235 43702 243 4911
2236 0 0 0
2237 35609 202 35630
2238 0 0 0
2239 25834 199 14744
2240 47124 69 16237
2241 0 0 0
2242 0 0 0
2243 46729 99 2244
2244 46729 100 2245
2245 46729 101 2246
2246 46729 102 39756
2247 26860 20 34354
2248 46729 143 2249
2249 46729 144 2250
2250 46729 145 26748
2251 25561 56 20772
2252 7475 325 16914
2253 54733 25 29168
2254 16153 33 2255
2255 16153 34 2256
2256 16153 35 2257
2257 16153 36 2258
2258 16153 37 2259
2259 16153 38 2260
2260 16153 39 2261
2261 16153 40 2262
2262 16153 41 2263
2263 16153 42 2264
2264 16153 43 2265
2265 16153 44 2266
2266 16153 45 2267
2267 16153 46 2268
2268 16153 47 2269
2269 16153 48 2270
2270 16153 49 2271
2271 16153 50 7906
2272 55919 278 16238
2273 0 0 0
2274 54921 39 16753
2275 35609 274 38670
2276 44631 227 2277
2277 44631 228 2278
2278 44631 229 2279
2279 44631 230 36210
2280 20140 176 21671
2281 5026 343 34200
2282 25834 22 4892
2283 0 0 0
2284 0 0 0
2285 43834 241 21977
2286 53927 368 31596
2287 33889 1 2288
2288 33889 2 2289
2289 33889 3 2290
2290 33889 4 2291
2291 33889 5 2292
2292 33889 6 2293
2293 33889 7 2294
2294 33889 8 2295
2295 33889 9 2296
2296 33889 10 2297
2297 33889 11 2298
2298 33889 12 2299
2299 33889 13 2300
2300 33889 14 33889
2301 39588 108 36061
2302 28950 87 46154
2303 61128 93 32652
2304 39588 158 23110
2305 0 0 0
2306 0 0 0
2307 0 0 0
2308 54906 58 2309
2309 54906 59 2310
2310 54906 60 2311
2311 54906 61 2312
2312 54906 62 2313
2313 54906 63 21312
2314 35609 95 24467
2315 0 0 0
2316 35607 182 2317
2317 35607 183 2318
2318 35607 184 7494
2319 24149 128 2108
2320 26658 163 22089
2321 0 0 0
2322 47737 94 2323
2323 47737 95 2324
2324 47737 96 2325
2325 47737 97 2326
2326 47737 98 2327
2327 47737 99 2328
2328 47737 100 2329
2329 47737 101 2330
2330 47737 102 2331
2331 47737 103 2332
2332 47737 104 2333
2333 47737 105 2334
2334 47737 106 2335
2335 47737 107 2336
2336 47737 108 2337
2337 47737 109 2338
2338 47737 110 2339
2339 47737 111 2340
2340 47737 112 2341
2341 47737 113 2342
2342 47737 114 2343
2343 47737 115 2344
2344 47737 116 2345
2345 47737 117 2346
2346 47737 118 2347
2347 47737 119 2348
2348 47737 120 2349
2349 47737 121 49940
2350 55919 87 47494
2351 46029 147 1604
2352 0 0 0
2353 0 0 0
2354 43702 335 5086
2355 0 0 0
2356 53927 173 35203
2357 64205 156 12546
2358 58056 31 22068
2359 0 0 0
2360 48643 17 46108
2361 0 0 0
2362 57032 268 36208
2363 43702 189 32032
2364 52864 74 5796
2365 0 0 0
2366 0 0 0
2367 54448 79 25723
2368 16438 93 32674
2369 0 0 0
2370 0 0 0
2371 15440 233 31288
2372 26456 124 2373
2373 26456 125 2374
2374 26456 126 46704
2375 61128 21 49086
2376 42109 68 40488
2377 0 0 0
2378 40756 162 2379
2379 40756 163 2380
2380 40756 164 2381
2381 40756 165 2382
2382 40756 166 2383
2383 40756 167 45111
2384 32931 163 2385
2385 32931 164 2386
2386 32931 165 2387
2387 32931 166 27340
2388 26658 226 38918
2389 0 0 0
2390 27294 167 2391
2391 27294 168 2392
2392 27294 169 2393
2393 27294 170 38567
2394 9759 73 2395
2395 9759 74 2396
2396 9759 75 2397
2397 9759 76 2398
2398 9759 77 48082
2399 43834 208 35930
2400 5026 297 22026
2401 11290 110 2402
2402 11290 111 2403
2403 11290 112 2404
2404 11290 113 2405
2405 11290 114 2406
2406 11290 115 2407
2407 11290 116 2408
2408 11290 117 2409
2409 11290 118 32048
2410 47745 289 15139
2411 58056 101 23394
2412 0 0 0
2413 0 0 0
2414 21021 34 11433
2415 0 0 0
2416 0 0 0
2417 0 0 0
2418 19110 216 27257
2419 0 0 0
2420 53410 138 47454
2421 0 0 0
2422 5957 19 1702
2423 0 0 0
2424 5026 219 28127
2425 0 0 0
2426 35609 379 36010
2427 0 0 0
2428 0 0 0
2429 0 0 0
2430 28219 51 47384
2431 0 0 0
